epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,224.699,0.95652,0.75949,0.9206,0.62786,0.70502,0.75782,0.39676,1.42325,1.37519,0.97067,0.000643795,0.000643795,0.000643795
64,228.107,0.82095,0.76371,0.91476,0.6782,0.73548,0.74816,0.40699,1.39721,1.32495,0.96356,0.000627292,0.000627292,0.000627292
65,231.599,0.85587,0.69079,0.90022,0.6782,0.73548,0.74816,0.40699,1.39721,1.32495,0.96356,0.000610789,0.000610789,0.000610789
66,235.049,0.76733,0.67263,0.87675,0.68007,0.73056,0.75049,0.38358,1.44792,1.32406,0.9779,0.000594286,0.000594286,0.000594286
67,238.356,0.75445,0.70069,0.8951,0.68007,0.73056,0.75049,0.38358,1.44792,1.32406,0.9779,0.000577782,0.000577782,0.000577782
68,241.751,0.75028,0.65479,0.8742,0.68142,0.7291,0.74551,0.36223,1.61222,1.29292,1.06169,0.000561279,0.000561279,0.000561279
69,245.106,0.84648,0.7463,0.91332,0.68142,0.7291,0.74551,0.36223,1.61222,1.29292,1.06169,0.000544776,0.000544776,0.000544776
70,248.535,0.80242,0.67019,0.90559,0.6886,0.72122,0.74552,0.30934,1.75415,1.22732,1.11606,0.000528272,0.000528272,0.000528272
71,252.029,0.93356,0.85728,0.97944,0.6886,0.72122,0.74552,0.30934,1.75415,1.22732,1.11606,0.000511769,0.000511769,0.000511769
72,255.549,0.80892,0.69398,0.90451,0.68686,0.71707,0.74553,0.29204,1.84955,1.20376,1.15812,0.000495266,0.000495266,0.000495266
73,258.884,0.99425,0.7699,1.02938,0.68686,0.71707,0.74553,0.29204,1.84955,1.20376,1.15812,0.000478762,0.000478762,0.000478762
74,262.402,0.68789,0.63281,0.87373,0.679,0.71996,0.74556,0.30222,1.76095,1.13827,1.12477,0.000462259,0.000462259,0.000462259
75,265.704,0.78562,0.73792,0.92077,0.679,0.71996,0.74556,0.30222,1.76095,1.13827,1.12477,0.000445756,0.000445756,0.000445756
76,269.124,0.78481,0.67272,0.91215,0.70243,0.70572,0.74558,0.32431,1.66524,1.1099,1.09179,0.000429253,0.000429253,0.000429253
77,272.527,0.68303,0.64487,0.86255,0.70243,0.70572,0.74558,0.32431,1.66524,1.1099,1.09179,0.000412749,0.000412749,0.000412749
78,276.186,0.77929,0.6922,0.88511,0.75409,0.69292,0.7456,0.3345,1.55262,1.07765,1.03922,0.000396246,0.000396246,0.000396246
79,280.073,1.00289,0.83,1.06573,0.75409,0.69292,0.7456,0.3345,1.55262,1.07765,1.03922,0.000379743,0.000379743,0.000379743
80,283.503,0.97744,0.69875,0.97723,0.76866,0.68917,0.74562,0.35203,1.53596,1.00948,1.0046,0.000363239,0.000363239,0.000363239
81,286.893,0.71055,0.6516,0.91227,0.76866,0.68917,0.74562,0.35203,1.53596,1.00948,1.0046,0.000346736,0.000346736,0.000346736
82,290.335,0.8163,0.66564,0.903,0.78739,0.6854,0.7456,0.34558,1.62088,0.98906,1.01289,0.000330233,0.000330233,0.000330233
83,293.757,0.74416,0.71857,0.954,0.78739,0.6854,0.7456,0.34558,1.62088,0.98906,1.01289,0.000313729,0.000313729,0.000313729
84,297.255,0.75667,0.63471,0.94607,0.798,0.68349,0.74557,0.36002,1.62388,0.93722,0.98558,0.000297226,0.000297226,0.000297226
85,300.652,0.67681,0.60959,0.84175,0.798,0.68349,0.74557,0.36002,1.62388,0.93722,0.98558,0.000280723,0.000280723,0.000280723
86,304.152,0.72278,0.795,0.93817,0.81111,0.68686,0.74558,0.34708,1.66218,0.92549,0.99163,0.00026422,0.00026422,0.00026422
87,307.516,0.99605,0.72309,0.90112,0.81111,0.68686,0.74558,0.34708,1.66218,0.92549,0.99163,0.000247716,0.000247716,0.000247716
88,310.936,0.80186,0.65662,0.91767,0.82211,0.69029,0.74558,0.34766,1.62483,0.90877,0.97838,0.000231213,0.000231213,0.000231213
89,314.38,0.78073,0.65919,0.95118,0.82211,0.69029,0.74558,0.34766,1.62483,0.90877,0.97838,0.00021471,0.00021471,0.00021471
90,317.983,1.20135,5.18837,1.43111,0.79508,0.69346,0.74556,0.35933,1.52277,0.86699,0.93954,0.000198206,0.000198206,0.000198206
91,321.63,0.7358,0.67905,0.90838,0.79508,0.69346,0.74556,0.35933,1.52277,0.86699,0.93954,0.000181703,0.000181703,0.000181703
92,325.057,0.78801,0.69656,0.89491,0.73175,0.74393,0.74556,0.37801,1.47323,0.84672,0.92273,0.0001652,0.0001652,0.0001652
93,328.322,0.62758,0.58271,0.85725,0.73175,0.74393,0.74556,0.37801,1.47323,0.84672,0.92273,0.000148696,0.000148696,0.000148696
94,331.646,0.72808,0.63082,0.85983,0.73216,0.74343,0.74554,0.38153,1.45962,0.84234,0.92111,0.000132193,0.000132193,0.000132193
95,335.096,0.6754,0.58583,0.86413,0.73216,0.74343,0.74554,0.38153,1.45962,0.84234,0.92111,0.00011569,0.00011569,0.00011569
96,338.491,0.69058,0.76232,0.92658,0.72978,0.74241,0.74552,0.38086,1.45164,0.8365,0.92149,9.91865e-05,9.91865e-05,9.91865e-05
97,341.826,0.71094,0.6783,0.858,0.72978,0.74241,0.74552,0.38086,1.45164,0.8365,0.92149,8.26832e-05,8.26832e-05,8.26832e-05
98,345.2,0.64905,0.55285,0.87163,0.7288,0.74175,0.74551,0.37973,1.45953,0.83576,0.92315,6.61799e-05,6.61799e-05,6.61799e-05
99,348.495,0.65508,0.60179,0.84577,0.7288,0.74175,0.74551,0.37973,1.45953,0.83576,0.92315,4.96766e-05,4.96766e-05,4.96766e-05
100,351.813,0.64202,0.58929,0.81859,0.73072,0.74147,0.74549,0.38064,1.44991,0.83199,0.91854,3.31733e-05,3.31733e-05,3.31733e-05
