epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,659.579,0.92847,0.57948,0.97781,0.88035,0.87143,0.87826,0.43745,1.16378,0.69692,0.96528,0.0011719,0.0011719,0.0011719
32,680.622,0.9282,0.57113,0.94631,0.89556,0.9,0.915,0.49673,1.05027,0.62353,0.87397,0.0011554,0.0011554,0.0011554
33,701.722,0.88002,0.57649,0.96161,0.87914,1,0.96167,0.53749,1.07532,0.65716,0.85497,0.00113889,0.00113889,0.00113889
34,722.596,0.83942,0.52592,0.93314,0.99256,1,0.995,0.58146,1.08858,0.60455,0.85666,0.00112239,0.00112239,0.00112239
35,743.481,0.77805,0.50266,0.94904,0.99024,1,0.995,0.6079,1.01483,0.54504,0.83379,0.00110589,0.00110589,0.00110589
36,764.405,0.92073,0.56675,0.96288,0.97375,1,0.995,0.59569,0.98599,0.51932,0.82261,0.00108938,0.00108938,0.00108938
37,785.233,0.85022,0.51424,0.91108,0.9816,0.99496,0.995,0.57899,0.92838,0.49432,0.81311,0.00107288,0.00107288,0.00107288
38,806.053,0.87459,0.52003,0.93835,0.99081,1,0.995,0.57919,0.9562,0.52213,0.8182,0.00105638,0.00105638,0.00105638
39,827.067,0.85386,0.48843,0.91516,0.98164,1,0.995,0.58126,1.04592,0.55672,0.85592,0.00103987,0.00103987,0.00103987
40,848.034,0.8489,0.49636,0.92532,0.92253,1,0.995,0.53567,1.18399,0.58569,0.9133,0.00102337,0.00102337,0.00102337
41,868.878,0.88941,0.52414,0.92205,0.81779,0.84802,0.97833,0.53719,1.0806,0.61991,0.87574,0.00100687,0.00100687,0.00100687
42,889.8,0.85857,0.53905,0.89556,0.78163,0.99554,0.9575,0.58558,0.97153,0.59584,0.83568,0.000990365,0.000990365,0.000990365
43,910.704,0.8043,0.48155,0.89619,0.95302,0.97502,0.995,0.61213,0.96496,0.54168,0.82719,0.000973861,0.000973861,0.000973861
44,931.584,0.81329,0.50272,0.92857,0.98128,1,0.995,0.64575,0.94273,0.51412,0.81779,0.000957358,0.000957358,0.000957358
45,952.653,0.84723,0.47384,0.93786,0.96469,1,0.995,0.63253,0.92767,0.49997,0.81186,0.000940855,0.000940855,0.000940855
46,973.511,0.76055,0.52984,0.91608,0.96341,1,0.995,0.59816,1.01793,0.55684,0.84579,0.000924352,0.000924352,0.000924352
47,994.321,0.77004,0.51418,0.91437,0.96379,1,0.995,0.57435,1.03964,0.60236,0.8626,0.000907848,0.000907848,0.000907848
48,1015.3,0.88613,0.50501,0.93801,0.96998,1,0.995,0.56518,1.0183,0.55123,0.8507,0.000891345,0.000891345,0.000891345
49,1036.2,0.84075,0.48625,0.90428,0.97865,1,0.995,0.58345,0.98145,0.48755,0.82666,0.000874842,0.000874842,0.000874842
50,1057.11,0.77759,0.47299,0.90438,0.98656,1,0.995,0.5862,0.99868,0.47134,0.821,0.000858338,0.000858338,0.000858338
51,1078.07,0.7799,0.47074,0.88663,0.98712,1,0.995,0.55989,1.10955,0.49674,0.8488,0.000841835,0.000841835,0.000841835
52,1098.92,0.82096,0.4833,0.90459,0.98772,1,0.995,0.55457,1.10379,0.4955,0.85006,0.000825332,0.000825332,0.000825332
53,1120.03,0.77974,0.47926,0.92066,0.98711,1,0.995,0.57356,0.98,0.46695,0.81168,0.000808828,0.000808828,0.000808828
54,1140.91,0.79413,0.46499,0.92214,0.90477,0.99378,0.995,0.63694,0.93162,0.45977,0.7942,0.000792325,0.000792325,0.000792325
55,1161.86,0.75344,0.44094,0.89772,0.95767,0.98437,0.995,0.60074,1.02022,0.46768,0.81504,0.000775822,0.000775822,0.000775822
56,1182.85,0.71713,0.44559,0.89819,0.97306,1,0.995,0.57146,1.15199,0.4971,0.84851,0.000759318,0.000759318,0.000759318
57,1203.68,0.77653,0.45643,0.88453,0.98124,0.99519,0.995,0.59272,1.14558,0.50161,0.84401,0.000742815,0.000742815,0.000742815
58,1224.61,0.78939,0.47743,0.89025,0.98736,0.99697,0.995,0.63817,1.02116,0.48665,0.80845,0.000726312,0.000726312,0.000726312
59,1245.51,0.79735,0.47869,0.88364,0.9035,1,0.97833,0.67139,0.91279,0.46519,0.78558,0.000709809,0.000709809,0.000709809
60,1266.65,0.81096,0.45167,0.91049,0.90873,1,0.995,0.67623,0.92901,0.47034,0.7974,0.000693305,0.000693305,0.000693305
61,1287.71,0.71412,0.43653,0.86819,0.96689,1,0.995,0.62797,1.0245,0.50585,0.82586,0.000676802,0.000676802,0.000676802
62,1308.67,0.69468,0.43374,0.92815,0.99182,1,0.995,0.5588,1.14833,0.52627,0.8629,0.000660299,0.000660299,0.000660299
63,1329.58,0.8099,0.47244,0.88682,0.99334,1,0.995,0.58539,1.15178,0.52104,0.86722,0.000643795,0.000643795,0.000643795
64,1350.43,0.75822,0.43764,0.8663,0.99049,0.99858,0.995,0.60087,1.1271,0.49705,0.86415,0.000627292,0.000627292,0.000627292
65,1371.31,0.63726,0.41305,0.87272,0.9888,1,0.995,0.59419,1.1345,0.48918,0.8679,0.000610789,0.000610789,0.000610789
66,1392.23,0.68397,0.42093,0.88021,0.98976,1,0.995,0.60324,1.13245,0.48957,0.87274,0.000594286,0.000594286,0.000594286
67,1413.15,0.68909,0.4108,0.86703,0.99262,1,0.995,0.55703,1.17566,0.4871,0.89111,0.000577782,0.000577782,0.000577782
68,1434.11,0.78071,0.42762,0.87443,0.99391,1,0.995,0.51926,1.27527,0.49615,0.92868,0.000561279,0.000561279,0.000561279
69,1455.12,0.71583,0.40986,0.88377,0.99594,1,0.995,0.49015,1.29747,0.50278,0.93985,0.000544776,0.000544776,0.000544776
70,1475.89,0.70529,0.40625,0.90493,0.9971,1,0.995,0.52434,1.18798,0.49059,0.9033,0.000528272,0.000528272,0.000528272
71,1496.91,0.63295,0.38828,0.87407,0.99452,0.99542,0.995,0.5031,1.1394,0.47702,0.89106,0.000511769,0.000511769,0.000511769
72,1517.8,0.65002,0.39985,0.89578,0.99153,0.98816,0.995,0.51319,1.11251,0.46519,0.88192,0.000495266,0.000495266,0.000495266
73,1538.75,0.70924,0.42021,0.89168,0.99096,0.98075,0.995,0.51904,1.11316,0.45934,0.87678,0.000478762,0.000478762,0.000478762
74,1559.68,0.64292,0.3947,0.88554,0.9892,0.97895,0.995,0.53169,1.13299,0.46448,0.87994,0.000462259,0.000462259,0.000462259
75,1580.52,0.69235,0.40379,0.88502,0.98329,0.98429,0.995,0.55865,1.0857,0.45972,0.8595,0.000445756,0.000445756,0.000445756
76,1601.43,0.71057,0.4277,0.88801,0.97675,0.98475,0.995,0.62738,1.00703,0.44693,0.82927,0.000429253,0.000429253,0.000429253
77,1622.3,0.56456,0.35438,0.8678,0.97461,0.98669,0.995,0.60029,0.95206,0.43769,0.80943,0.000412749,0.000412749,0.000412749
78,1643.17,0.74632,0.45454,0.88396,0.98505,0.98542,0.995,0.59517,0.96065,0.4407,0.81289,0.000396246,0.000396246,0.000396246
79,1663.95,0.68789,0.42986,0.95429,0.99419,0.99809,0.995,0.56462,1.0113,0.44207,0.83123,0.000379743,0.000379743,0.000379743
80,1684.77,0.63226,0.37988,0.84797,0.99706,1,0.995,0.57175,1.00367,0.43281,0.82756,0.000363239,0.000363239,0.000363239
81,1705.73,0.635,0.37701,0.86977,0.99719,1,0.995,0.57144,0.99212,0.4323,0.82168,0.000346736,0.000346736,0.000346736
82,1726.63,0.671,0.39133,0.86685,0.99265,1,0.995,0.58853,1.00582,0.43578,0.82887,0.000330233,0.000330233,0.000330233
83,1747.46,0.63604,0.39592,0.87144,0.96997,0.86375,0.90083,0.58033,1.01395,0.4382,0.83135,0.000313729,0.000313729,0.000313729
84,1768.29,0.54901,0.34535,0.81784,0.95999,0.85985,0.90156,0.55655,1.05349,0.44656,0.84352,0.000297226,0.000297226,0.000297226
85,1789.12,0.64166,0.37931,0.86645,0.87881,0.9,0.90177,0.57477,1.04468,0.44566,0.83795,0.000280723,0.000280723,0.000280723
86,1809.94,0.5902,0.35996,0.85688,0.87499,0.9,0.90278,0.57231,1.06504,0.44783,0.84611,0.00026422,0.00026422,0.00026422
87,1830.73,0.58862,0.36445,0.84697,0.88782,0.84991,0.9025,0.54115,1.08461,0.45463,0.85525,0.000247716,0.000247716,0.000247716
88,1851.86,0.64855,0.36792,0.868,0.90595,0.84467,0.90375,0.52654,1.13281,0.46906,0.87387,0.000231213,0.000231213,0.000231213
89,1872.64,0.5436,0.3431,0.8475,0.91351,0.83746,0.905,0.50296,1.13855,0.46737,0.87676,0.00021471,0.00021471,0.00021471
90,1893.58,0.63335,0.41113,0.84929,0.88244,0.9,0.9055,0.52289,1.11003,0.45693,0.86723,0.000198206,0.000198206,0.000198206
91,1914.38,0.49344,0.31454,0.82839,0.89074,0.9,0.9034,0.52622,1.0984,0.44988,0.8654,0.000181703,0.000181703,0.000181703
92,1935.03,0.56032,0.34134,0.82503,0.9108,0.9,0.9025,0.53464,1.10523,0.44949,0.87112,0.0001652,0.0001652,0.0001652
93,1955.61,0.50639,0.3162,0.82454,0.93776,0.9,0.9025,0.50832,1.10289,0.44603,0.87149,0.000148696,0.000148696,0.000148696
94,1976.28,0.534,0.34143,0.82492,0.94833,0.89534,0.90375,0.52155,1.07864,0.44123,0.86229,0.000132193,0.000132193,0.000132193
95,1996.81,0.486,0.32472,0.81787,0.95174,0.9,0.90308,0.53314,1.05805,0.43381,0.8527,0.00011569,0.00011569,0.00011569
96,2017.46,0.50112,0.31247,0.82575,0.95318,0.9,0.90375,0.54027,1.0395,0.42702,0.84453,9.91865e-05,9.91865e-05,9.91865e-05
97,2038.13,0.53462,0.32685,0.81889,0.95362,0.9,0.90375,0.54107,1.03279,0.42616,0.84112,8.26832e-05,8.26832e-05,8.26832e-05
98,2058.73,0.47627,0.31597,0.83578,0.95143,0.9,0.90455,0.54568,1.02083,0.42521,0.83521,6.61799e-05,6.61799e-05,6.61799e-05
99,2079.24,0.54017,0.32685,0.8424,0.99509,1,0.995,0.55337,1.00856,0.42396,0.82926,4.96766e-05,4.96766e-05,4.96766e-05
100,2099.83,0.4697,0.31102,0.82374,0.99499,1,0.995,0.55356,1.00347,0.42467,0.82611,3.31733e-05,3.31733e-05,3.31733e-05
