epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,11900.6,0.49113,0.29339,0.86472,0.94721,0.85886,0.93026,0.8502,0.50244,0.28894,0.80139,0.000412749,0.000412749,0.000412749
78,12054.9,0.48917,0.28768,0.8759,0.93751,0.85797,0.9045,0.8393,0.51351,0.30341,0.80679,0.000396246,0.000396246,0.000396246
79,12209.1,0.4923,0.29116,0.8693,0.95785,0.84813,0.93112,0.84775,0.50653,0.28803,0.80487,0.000379743,0.000379743,0.000379743
80,12363.2,0.50113,0.29414,0.87047,0.9459,0.85093,0.94222,0.83506,0.54338,0.29226,0.8119,0.000363239,0.000363239,0.000363239
81,12517.2,0.48502,0.28783,0.86793,0.94108,0.85043,0.94285,0.84736,0.52384,0.29434,0.80267,0.000346736,0.000346736,0.000346736
82,12671.1,0.46861,0.27924,0.8634,0.9559,0.84654,0.94889,0.85563,0.51915,0.29279,0.80377,0.000330233,0.000330233,0.000330233
83,12825.2,0.48824,0.28803,0.86597,0.96056,0.81757,0.95322,0.86492,0.49622,0.29025,0.79652,0.000313729,0.000313729,0.000313729
84,12979.5,0.48217,0.28714,0.86109,0.95518,0.82504,0.93165,0.8613,0.49652,0.28769,0.79648,0.000297226,0.000297226,0.000297226
85,13133.5,0.48838,0.28405,0.86158,0.92852,0.84496,0.93751,0.8564,0.50657,0.28485,0.79948,0.000280723,0.000280723,0.000280723
86,13287.7,0.48542,0.28108,0.86415,0.9332,0.85391,0.93226,0.85757,0.50381,0.2897,0.79846,0.00026422,0.00026422,0.00026422
87,13441.8,0.47897,0.28195,0.862,0.94147,0.83436,0.92995,0.84668,0.51833,0.28891,0.80665,0.000247716,0.000247716,0.000247716
88,13595.7,0.46748,0.27814,0.86713,0.95824,0.82686,0.94034,0.85128,0.51372,0.2796,0.80926,0.000231213,0.000231213,0.000231213
89,13750.8,0.4692,0.27504,0.86262,0.85636,0.92225,0.94007,0.84907,0.52467,0.27703,0.81236,0.00021471,0.00021471,0.00021471
90,13905.8,0.46585,0.2757,0.86025,0.95762,0.83599,0.93585,0.84043,0.5256,0.28097,0.81362,0.000198206,0.000198206,0.000198206
91,14058,0.41932,0.24091,0.83509,0.97526,0.85421,0.91936,0.84734,0.50093,0.27928,0.80222,0.000181703,0.000181703,0.000181703
92,14210.1,0.43093,0.24037,0.82917,0.9759,0.85366,0.9143,0.84243,0.49545,0.27484,0.80311,0.0001652,0.0001652,0.0001652
93,14362.2,0.4232,0.24189,0.82604,0.9765,0.8454,0.91529,0.83656,0.49988,0.27896,0.80368,0.000148696,0.000148696,0.000148696
94,14514.6,0.41474,0.23305,0.83017,0.97104,0.84291,0.91548,0.85401,0.50201,0.28895,0.80434,0.000132193,0.000132193,0.000132193
95,14666.7,0.41656,0.23458,0.83084,0.94677,0.84256,0.91386,0.84633,0.5097,0.29613,0.80546,0.00011569,0.00011569,0.00011569
96,14818.8,0.40129,0.22469,0.82198,0.93237,0.84144,0.91384,0.85242,0.49963,0.28528,0.80448,9.91865e-05,9.91865e-05,9.91865e-05
97,14971.1,0.40585,0.22723,0.82568,0.93805,0.84453,0.9144,0.85449,0.49252,0.28462,0.80291,8.26832e-05,8.26832e-05,8.26832e-05
98,15123.2,0.39439,0.22451,0.8239,0.93416,0.84589,0.91359,0.85043,0.49133,0.28478,0.8035,6.61799e-05,6.61799e-05,6.61799e-05
99,15275.5,0.39253,0.22567,0.82443,0.93884,0.84429,0.9131,0.84975,0.49101,0.28122,0.8037,4.96766e-05,4.96766e-05,4.96766e-05
100,15427.5,0.39106,0.22392,0.82884,0.93925,0.84512,0.91305,0.84602,0.4973,0.28358,0.80507,3.31733e-05,3.31733e-05,3.31733e-05
